old_sku,old_item_name,old_category,old_unit,old_cost,old_retail,old_qty,new_sku,new_item_name,new_category,action,selected_source,notes
MENU-2d48e94a-4323-4449-8bc6-5af685dad747,Saute Potatoes,KITCHEN MENU,each,0.0,250.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SNP-0014,Scones,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-EGD-0002,Scrambled Eggs Broiler,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-EGD-0001,Scrambled Eggs Kienyeji,KITCHEN MENU,portion,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0013,Smoothies,KITCHEN MENU,portion,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0001,Soda 300ml,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0002,Soda 300ml Take Away,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-daa046f2-fbcc-4333-8802-9830644103ec,Spaghetti Bolognalae,KITCHEN MENU,each,0.0,300.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-1235a28d-cac7-4eed-a5d1-a5842657d587,Spaghetti Napolitan,KITCHEN MENU,each,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-EGD-0004,Spanish Omelette Broiler,KITCHEN MENU,portion,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-EGD-0003,Spanish Omelette Kienyeji,KITCHEN MENU,portion,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-72e13ecc-a28c-4441-b2f8-0fe13e232cfe,Special Cabbage,KITCHEN MENU,each,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-a0c97bba-5472-4091-99b8-ae7da0eba286,Special Chicken,KITCHEN MENU,each,0.0,400.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-7c8c778f-4d7b-469d-b5c4-a807306e3d92,Special Githeri,KITCHEN MENU,each,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-64f2df66-d9a8-481f-b715-d21cc725a77b,Special Kebab,KITCHEN MENU,each,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-1e478299-1a83-4024-ad28-45ad4a6e9a9d,Special Managu,KITCHEN MENU,portion,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-10f37d06-71fa-4e76-8061-1c743dd8c49f,Special Mayai,KITCHEN MENU,each,0.0,200.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-599af8b0-60cf-487d-bb58-132e6dc24f64,Special Mix Managu,KITCHEN MENU,portion,0.0,270.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-73e5f78d-35a6-4a0e-a655-77b60b2a5d01,Special Pilau,KITCHEN MENU,portion,0.0,300.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-e40c8658-a434-4535-bd5e-5807c5a118bd,Special Samosa,KITCHEN MENU,each,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-1fbd380f-abe2-466b-8a15-5bc2ca69efa5,Special Sausage,KITCHEN MENU,each,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-0b9a60e7-c84c-4ae0-90f2-61944032f83b,Special Sukuma,KITCHEN MENU,portion,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0013,Special Tea,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-9c1e74a2-c183-45d5-962b-e9b8b7276197,Sukuma Mixed,KITCHEN MENU,each,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-83b5c8a6-a1bf-4dbd-af0b-38ff60c1e502,Sukuma Plain,KITCHEN MENU,each,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-BSD-0002,Sweet Potatoes,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0011,Tea Masala,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0001,Tea Mug,KITCHEN MENU,portion,0.0,50.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0002,Tea Pot,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SNP-0016,Tea Scones 2 Pieces,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-37d93f18-2e99-407f-9bfb-84ad3087d21c,Tins,KITCHEN MENU,each,0.0,20.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SNP-0009,Toasted Bread,KITCHEN MENU,portion,0.0,50.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-a49f3c09-5410-4b5b-b959-269a9893fdfa,Ugali Brown,KITCHEN MENU,each,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
MENU-37f9f25d-e9c1-48a0-ba9d-a7b469c4f5ff,Ugali White,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-SWR-0002,Vegetable Sandwich,KITCHEN MENU,portion,0.0,150.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0004,Water 1L,KITCHEN MENU,portion,0.0,100.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-CBV-0003,Water 500ml,KITCHEN MENU,portion,0.0,50.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0015,White Coffee,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FGH-HBV-0014,White Tea,KITCHEN MENU,portion,0.0,70.0,1000.0,,,,REMOVE POS ITEM FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Retain the menu definition only in the POS/menu tables.
FG-300,AMARULA CREAM 375ML,LIQUERS,pcs,1173.0,1173.0,2.0,FGH-LIQUEURS-002,AMARULA CREAM 375ML,LIQUEURS,KEEP / RENAME,YES,Category → LIQUEURS
FG-301,AMARULA CREAM 750ML,LIQUERS,pcs,2086.0,2086.0,0.0,FGH-LIQUEURS-003,AMARULA CREAM 750ML,LIQUEURS,MERGE INTO,NO,Category → LIQUEURS
FG-302,BAILEYS 350ML,LIQUERS,pcs,1200.0,1200.0,2.0,FGH-LIQUEURS-004,BAILEYS 350ML,LIQUEURS,KEEP / RENAME,YES,Category → LIQUEURS
FG-303,BAILEYS 750ML,LIQUERS,pcs,2160.0,2160.0,2.0,FGH-LIQUEURS-005,BAILEYS 750ML,LIQUEURS,KEEP / RENAME,YES,Category → LIQUEURS
FG-244,BEST CREAM 750ML,LIQUERS,pcs,1089.0,1089.0,2.0,FGH-LIQUEURS-006,BEST CREAM 750ML,LIQUEURS,KEEP / RENAME,YES,Category → LIQUEURS
FG-319,SHERIDANS,LIQUERS,pcs,4500.0,4500.0,1000.0,FGH-LIQUEURS-007,SHERIDANS,LIQUEURS,RENAME,YES,Category → LIQUEURS
FG-NC-002,POOL TOKENS,NON CONSUMABLES,pcs,30.0,0.0,1000.0,FGH-NON-CONSUMABLES-001,POOL TOKENS,NON CONSUMABLES,RENAME,YES,
FG-PSTRY-015,Bread 600grams,PASTRY,loaf,0.0,0.0,1000.0,FGH-PASTRY-001,BREAD 600GRAMS,PASTRY,RENAME,YES,
FG-PSTRY-016,Bread 700grams,PASTRY,loaf,0.0,0.0,1000.0,FGH-PASTRY-002,BREAD 700GRAMS,PASTRY,RENAME,YES,
FG-PSTRY-009,Bread Roll,PASTRY,pcs,0.0,0.0,1000.0,FGH-PASTRY-003,BREAD ROLL,PASTRY,RENAME,YES,
FG-PSTRY-002,Brown Chapati,PASTRY,pcs,0.0,70.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-013,Cookies,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-012,Croissant,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-006,Doughnut,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-017,Kebab,PASTRY,pcs,0.0,100.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-007,Mahamri,PASTRY,pcs,0.0,50.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-018,Mandazi Bites,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-001,Marble Cake,PASTRY,pcs,0.0,100.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-004,Ndazi,PASTRY,pcs,0.0,50.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-014,Queen Cakes,PASTRY,pcs,0.0,80.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-005,Samosa,PASTRY,pcs,0.0,60.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-008,Sausage Roll,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-010,Scones,PASTRY,pcs,0.0,70.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-011,Tea Scones,PASTRY,pcs,0.0,100.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FG-PSTRY-003,White Chapati,PASTRY,pcs,0.0,0.0,1000.0,,,,REMOVE NON-BREAD PASTRY FROM STOCK MASTER,,Remove from master inventory and branch stock linkage. Only bread products remain as pastry stock items.
FGH-BEV-DELMON-0001,DELMONTE APPLE BLEND,soft drinks,pcs,0.0,0.0,1000.0,FGH-SOFT-DRINKS-009,DELMONTE APPLE BLEND,SOFT DRINKS,MERGE INTO,NO,Category → SOFT DRINKS
FG-445,COKE ZERO,SOFT DRINKS,pcs,0.0,0.0,0.0,FGH-SOFT-DRINKS-001,COKE ZERO,SOFT DRINKS,MERGE INTO,NO,
FG-327,DELMONTE (MANGO BLEND),SOFT DRINKS,pcs,242.0,242.0,0.0,FGH-SOFT-DRINKS-005,DELMONTE (MANGO BLEND),SOFT DRINKS,RENAME,YES,
FG-330,DELMONTE (MIXED BERRY BLEND),SOFT DRINKS,pcs,242.0,242.0,0.0,FGH-SOFT-DRINKS-006,DELMONTE (MIXED BERRY BLEND),SOFT DRINKS,RENAME,YES,
FG-329,DELMONTE (PASSION BLEND),SOFT DRINKS,pcs,242.0,242.0,968.0,FGH-SOFT-DRINKS-007,DELMONTE (PASSION BLEND),SOFT DRINKS,RENAME,YES,
FG-332,DELMONTE (PINEAPPLE BLEND),SOFT DRINKS,pcs,242.0,242.0,0.0,FGH-SOFT-DRINKS-008,DELMONTE (PINEAPPLE BLEND),SOFT DRINKS,RENAME,YES,
FG-331,DELMONTE TROPICAL BLEND),SOFT DRINKS,pcs,242.0,242.0,2.0,FGH-SOFT-DRINKS-010,DELMONTE TROPICAL BLEND),SOFT DRINKS,RENAME,YES,
FG-328,DELMONTE(APPLE),SOFT DRINKS,pcs,1005.0,1005.0,3.0,FGH-SOFT-DRINKS-009,DELMONTE APPLE BLEND,SOFT DRINKS,KEEP / RENAME,YES,Name → DELMONTE APPLE BLEND
FG-333,LEMONADE,SOFT DRINKS,pcs,39.0,39.0,0.0,FGH-SOFT-DRINKS-013,LEMONADE,SOFT DRINKS,RENAME,YES,
FG-447,MINUTE MAID,SOFT DRINKS,pcs,0.0,0.0,0.0,FGH-SOFT-DRINKS-015,MINUTE MAID,SOFT DRINKS,MERGE INTO,NO,
FG-446,NOVIDA,SOFT DRINKS,pcs,0.0,0.0,0.0,FGH-SOFT-DRINKS-016,NOVIDA,SOFT DRINKS,MERGE INTO,NO,
FG-448,PREDATOR,SOFT DRINKS,pcs,0.0,0.0,0.0,FGH-SOFT-DRINKS-017,PREDATOR,SOFT DRINKS,MERGE INTO,NO,
FG-420,Soda 300ml,SOFT DRINKS,pcs,31.0,31.0,954.0,FGH-SOFT-DRINKS-018,SODA 300ML,SOFT DRINKS,KEEP / RENAME,YES,
FG-419,SODA TAKE AWAY 500ML,SOFT DRINKS,pcs,60.0,60.0,1000.0,FGH-SOFT-DRINKS-020,SODA TAKE AWAY 500ML,SOFT DRINKS,RENAME,YES,
FG-415,TAKE AWAY SODA,SOFT DRINKS,pcs,0.0,0.0,1000.0,FGH-SOFT-DRINKS-021,TAKE AWAY SODA,SOFT DRINKS,RENAME,YES,
FG-449,TONIC SODA,SOFT DRINKS,pcs,0.0,0.0,0.0,FGH-SOFT-DRINKS-022,TONIC SODA,SOFT DRINKS,MERGE INTO,NO,
FG-421,Water 10L,SOFT DRINKS,pcs,86.0,86.0,1000.0,FGH-SOFT-DRINKS-023,WATER 10L,SOFT DRINKS,RENAME,YES,
FG-417,Water 1L,SOFT DRINKS,pcs,41.0,41.0,1000.0,FGH-SOFT-DRINKS-024,WATER 1L,SOFT DRINKS,MERGE INTO,NO,
FG-418,Water 500ml,SOFT DRINKS,pcs,21.0,21.0,1000.0,FGH-SOFT-DRINKS-025,WATER 500ML,SOFT DRINKS,MERGE INTO,NO,
FG-334,CAMINO BLANCO 750ML,SPIRITS,pcs,2100.0,2100.0,3.0,FGH-SPIRITS-002,CAMINO BLANCO 750ML,SPIRITS,RENAME,YES,
FG-335,CAMINO REAL GOLD,SPIRITS,pcs,2300.0,2300.0,0.0,FGH-SPIRITS-003,CAMINO REAL GOLD,SPIRITS,RENAME,YES,
FG-413,CAPTAIN  MUCKPIT 750 ML,SPIRITS,pcs,1080.0,1080.0,1000.0,FGH-SPIRITS-007,CAPTAIN MUCKPIT 750ML,SPIRITS,RENAME,YES,Name → CAPTAIN MUCKPIT 750ML
FG-379,CAPTAIN MORGAN 250ML,SPIRITS,pcs,336.0,336.0,0.0,FGH-SPIRITS-004,CAPTAIN MORGAN 250ML,SPIRITS,RENAME,YES,
FG-380,CAPTAIN MORGAN 750ML,SPIRITS,pcs,920.0,920.0,0.0,FGH-SPIRITS-005,CAPTAIN MORGAN 750ML,SPIRITS,RENAME,YES,
FG-412,CAPTAIN MUCKPIT 250ML,SPIRITS,pcs,384.0,384.0,1000.0,FGH-SPIRITS-006,CAPTAIN MUCKPIT 250ML,SPIRITS,RENAME,YES,
FG-254,DON JOLUO ANEJO,SPIRITS,pcs,7167.0,7167.0,1000.0,FGH-SPIRITS-008,DON JOLUO ANEJO,SPIRITS,RENAME,YES,
FG-255,DON JOLUO RPSDO,SPIRITS,pcs,5417.0,5417.0,1000.0,FGH-SPIRITS-009,DON JOLUO RPSDO,SPIRITS,RENAME,YES,
FG-268,HUNTERS CHOICE 250ML,SPIRITS,pcs,306.0,306.0,0.0,FGH-SPIRITS-010,HUNTERS CHOICE 250ML,SPIRITS,MERGE INTO,NO,
FG-269,HUNTERS CHOICE 350ML,SPIRITS,pcs,443.0,443.0,15.0,FGH-SPIRITS-011,HUNTERS CHOICE 350ML,SPIRITS,MERGE INTO,NO,
FG-270,HUNTERS CHOICE 750ML,SPIRITS,pcs,938.0,938.0,17.0,FGH-SPIRITS-012,HUNTERS CHOICE 750ML,SPIRITS,MERGE INTO,NO,
FG-336,JAGERMEISTER 1 LTR,SPIRITS,pcs,3100.0,3100.0,1.0,FGH-SPIRITS-013,JAGERMEISTER 1L,SPIRITS,RENAME,YES,Name → JAGERMEISTER 1L
FG-337,JAGERMEISTER 700ML,SPIRITS,pcs,2200.0,2200.0,5.0,FGH-SPIRITS-014,JAGERMEISTER 700ML,SPIRITS,MERGE INTO,NO,
FG-239,KANE EXTRA 250ML,SPIRITS,pcs,250.0,350.0,1000.0,FGH-SPIRITS-015,KANE EXTRA 250ML,SPIRITS,RENAME,YES,
FG-240,KANE EXTRA 750ML,SPIRITS,pcs,750.0,1000.0,1000.0,FGH-SPIRITS-016,KANE EXTRA 750ML,SPIRITS,RENAME,YES,
FG-286,MALIBU,SPIRITS,pcs,1713.0,1713.0,1.0,FGH-SPIRITS-017,MALIBU,SPIRITS,RENAME,YES,
FG-289,MARTINI BIANCO,SPIRITS,pcs,2200.0,2200.0,1000.0,FGH-SPIRITS-018,MARTINI BIANCO,SPIRITS,RENAME,YES,
FG-226,RICHOT 250ML,SPIRITS,pcs,416.0,416.0,3.0,FGH-SPIRITS-020,RICHOT 250ML,SPIRITS,KEEP / RENAME,YES,
FG-227,RICHOT 350ML,SPIRITS,pcs,576.0,576.0,0.0,FGH-SPIRITS-021,RICHOT 350ML,SPIRITS,KEEP / RENAME,YES,
FG-228,RICHOT 750ML,SPIRITS,pcs,1240.0,1240.0,0.0,FGH-SPIRITS-022,RICHOT 750ML,SPIRITS,KEEP / RENAME,YES,
FG-293,SOUTHERN COMFORT 750ML,SPIRITS,pcs,1800.0,1800.0,1.0,FGH-SPIRITS-024,SOUTHERN COMFORT 750ML,SPIRITS,RENAME,YES,
FG-381,V&A 250ml,SPIRITS,pcs,296.0,296.0,4.0,FGH-SPIRITS-026,V&A 250ML,SPIRITS,MERGE INTO,NO,
FG-304,V&A 750ml,SPIRITS,pcs,768.0,768.0,1.0,FGH-SPIRITS-027,V&A 750ML,SPIRITS,MERGE INTO,NO,
FG-403,VICEROY 10 YRS,SPIRITS,pcs,3235.0,3235.0,1000.0,FGH-SPIRITS-028,VICEROY 10 YRS,SPIRITS,RENAME,YES,
FG-229,VICEROY 250ml,SPIRITS,pcs,447.0,447.0,984.0,FGH-SPIRITS-029,VICEROY 250ML,SPIRITS,RENAME,YES,
FG-230,VICEROY 375ML,SPIRITS,pcs,653.0,653.0,89.0,FGH-SPIRITS-031,VICEROY 375ML,SPIRITS,RENAME,YES,
FG-231,VICEROY 750ml,SPIRITS,pcs,1260.0,1260.0,952.0,FGH-SPIRITS-032,VICEROY 750ML,SPIRITS,RENAME,YES,
FG-453,CAMINO TOT,TOTS,pcs,0.0,0.0,0.0,FGH-TOTS-001,CAMINO TOT,TOTS,RENAME,YES,
FG-452,JAGER TOT,TOTS,pcs,0.0,0.0,0.0,FGH-TOTS-002,JAGER TOT,TOTS,MERGE INTO,NO,
FG-235,SCOTISH LEADER 750ML,VODKA,pcs,1735.0,2500.0,1000.0,FGH-VODKA-001,SCOTISH LEADER 750ML,VODKA,RENAME,YES,
FG-232,Vodka 250ml,VODKA,pcs,416.0,416.0,6.0,FGH-VODKA-003,VODKA 250ML,VODKA,KEEP / RENAME,YES,
FG-233,Vodka 350ml,VODKA,pcs,576.0,576.0,0.0,FGH-VODKA-004,VODKA 350ML,VODKA,KEEP / RENAME,YES,
FG-234,Vodka 750ml,VODKA,pcs,1240.0,1240.0,0.0,FGH-VODKA-005,VODKA 750ML,VODKA,RENAME,YES,
FG-243,ALL SEASONS 750ML,WHISKY,pcs,1080.0,1080.0,0.0,FGH-WHISKY-001,ALL SEASONS 750ML,WHISKY,KEEP / RENAME,YES,
FG-246,BEST WHISKY 250ML,WHISKY,pcs,318.0,318.0,0.0,FGH-WHISKY-002,BEST WHISKY 250ML,WHISKY,KEEP / RENAME,YES,
FG-245,BEST WHISKY 750ML,WHISKY,pcs,1005.0,1005.0,0.0,FGH-WHISKY-003,BEST WHISKY 750ML,WHISKY,KEEP / RENAME,YES,
FG-247,BLACK & WHITE 350ML,WHISKY,pcs,576.0,576.0,0.0,FGH-WHISKY-005,BLACK AND WHITE 350ML,WHISKY,KEEP / RENAME,YES,Name → BLACK AND WHITE 350ML
FG-248,BLACK & WHITE 750ML,WHISKY,pcs,1120.0,1120.0,0.0,FGH-WHISKY-006,BLACK AND WHITE 750ML,WHISKY,KEEP / RENAME,YES,Name → BLACK AND WHITE 750ML
FG-410,BLACK AND WHITE 1LTR,WHISKY,pcs,1548.0,1548.0,1000.0,FGH-WHISKY-004,BLACK AND WHITE 1L,WHISKY,RENAME,YES,Name → BLACK AND WHITE 1L
FG-249,BOND 7 250ML,WHISKY,pcs,416.0,416.0,14.0,FGH-WHISKY-007,BOND 7 250ML,WHISKY,KEEP / RENAME,YES,
FG-250,BOND 7 350ML,WHISKY,pcs,576.0,576.0,0.0,FGH-WHISKY-008,BOND 7 350ML,WHISKY,KEEP / RENAME,YES,
FG-251,BOND 7 750ML,WHISKY,pcs,1240.0,1240.0,0.0,FGH-WHISKY-009,BOND 7 750ML,WHISKY,KEEP / RENAME,YES,
FG-426,BULLET BOURBON,WHISKY,pcs,0.0,0.0,1000.0,FGH-WHISKY-010,BULLEIT BOURBON,WHISKY,MERGE INTO,NO,Name → BULLEIT BOURBON
FG-253,CHIVAS REGAL 1 LTR,WHISKY,pcs,4000.0,4000.0,1000.0,FGH-WHISKY-011,CHIVAS REGAL 1L,WHISKY,RENAME,YES,Name → CHIVAS REGAL 1L
FG-252,CHIVAS REGAL 750ML,WHISKY,pcs,3700.0,3700.0,1000.0,FGH-WHISKY-012,CHIVAS REGAL 750ML,WHISKY,RENAME,YES,
FG-259,FAMOUS GROUSE 750ML,WHISKY,pcs,285.0,285.0,2.0,FGH-WHISKY-015,FAMOUS GROUSE 750ML,WHISKY,MERGE INTO,NO,
FG-260,GLENFIDICH 18YRS 700ML,WHISKY,pcs,13100.0,13100.0,0.0,FGH-WHISKY-016,GLENFIDDICH 18YRS 700ML,WHISKY,KEEP / RENAME,YES,Name → GLENFIDDICH 18YRS 700ML
FG-261,GLENFIDICH SINGLE MALT 12 YRS,WHISKY,pcs,5925.0,5925.0,1.0,FGH-WHISKY-017,GLENFIDDICH SINGLE MALT 12 YRS,WHISKY,KEEP / RENAME,YES,Name → GLENFIDDICH SINGLE MALT 12 YRS
FG-262,GLENFIDICH SINGLE MALT 15 YRS,WHISKY,pcs,8550.0,8550.0,1.0,FGH-WHISKY-018,GLENFIDDICH SINGLE MALT 15 YRS,WHISKY,KEEP / RENAME,YES,Name → GLENFIDDICH SINGLE MALT 15 YRS
FG-263,GRANTS 1 LTR,WHISKY,pcs,1950.0,1950.0,0.0,FGH-WHISKY-019,GRANTS 1L,WHISKY,RENAME,YES,Name → GRANTS 1L
FG-264,GRANTS 350ML,WHISKY,pcs,750.0,750.0,5.0,FGH-WHISKY-020,GRANTS 350ML,WHISKY,KEEP / RENAME,YES,
FG-265,GRANTS 750ML,WHISKY,pcs,1650.0,1650.0,0.0,FGH-WHISKY-021,GRANTS 750ML,WHISKY,KEEP / RENAME,YES,
FG-275,GREEN LABEL 1 LTR,WHISKY,pcs,5500.0,5500.0,1000.0,FGH-WHISKY-042,JOHNNIE WALKER GREEN LABEL 1L,WHISKY,KEEP / RENAME,YES,Name → JOHNNIE WALKER GREEN LABEL 1L
FG-272,J D HONEY 1 LTR,WHISKY,pcs,3500.0,3500.0,1000.0,FGH-WHISKY-022,J D HONEY 1L,WHISKY,RENAME,YES,Name → J D HONEY 1L
FG-271,J D HONEY 750ML,WHISKY,pcs,2500.0,2500.0,1000.0,FGH-WHISKY-023,J D HONEY 750ML,WHISKY,RENAME,YES,
